utc,epoch,average,maximum,minimum,standard_deviation,quartile1,quartile2,quartile3,anomaly_state
2017-03-24 04:08:20,1490328500,16.25506,16.27530,16.23482,0.02024,16.23482,16.25506,16.27530,0
2017-03-24 05:08:20,1490332100,16.36437,16.39676,16.31579,0.03030,16.35628,16.35628,16.39676,0
2017-03-24 06:08:20,1490335700,16.39001,16.47773,16.31579,0.05440,16.35628,16.37652,16.42713,0
2017-03-24 07:08:20,1490339300,16.41700,16.43725,16.39676,0.02024,16.39676,16.41700,16.43725,0
2017-03-24 08:08:20,1490342900,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-24 09:08:20,1490346500,16.41296,16.47773,16.35628,0.04129,16.39676,16.39676,16.43725,0
2017-03-24 10:08:20,1490350100,16.46964,16.51822,16.43725,0.03030,16.43725,16.47773,16.47773,0
2017-03-24 11:08:20,1490353700,16.43725,16.47773,16.39676,0.03306,16.41700,16.43725,16.45749,0
2017-03-24 12:08:20,1490357300,16.43725,16.51822,16.35628,0.05726,16.39676,16.43725,16.47773,0
2017-03-24 13:08:20,1490360900,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2017-03-24 14:08:20,1490364500,16.34155,16.35628,16.31579,0.01948,16.31579,16.35628,16.35628,0
2017-03-24 15:08:20,1490368100,16.41700,16.47773,16.35628,0.03092,16.39676,16.41700,16.43725,0
2017-03-24 16:08:20,1490371700,16.40351,16.47773,16.35628,0.04321,16.36640,16.39676,16.42713,0
2017-03-24 17:08:20,1490375300,16.45749,16.47773,16.43725,0.02024,16.44737,16.45749,16.46761,0
2017-03-24 18:08:20,1490378900,16.43725,16.47773,16.39676,0.02863,16.42713,16.43725,16.44737,0
2017-03-24 19:08:20,1490382500,16.40486,16.43725,16.35628,0.03030,16.39676,16.39676,16.43725,0
2017-03-24 20:08:20,1490386100,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-24 21:08:20,1490389700,16.31579,16.35628,16.27530,0.02561,16.31579,16.31579,16.31579,0
2017-03-24 22:08:20,1490393300,16.29150,16.35628,16.23482,0.04129,16.27530,16.27530,16.31579,0
2017-03-24 23:08:20,1490396900,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-03-25 00:08:20,1490400500,16.17409,16.23482,16.11336,0.03876,16.15385,16.17409,16.19433,0
2017-03-25 01:08:20,1490404100,16.15385,16.15385,16.15385,0.00000,16.15385,16.15385,16.15385,0
2017-03-25 02:08:20,1490407700,16.12146,16.15385,16.11336,0.01619,16.11336,16.11336,16.11336,0
2017-03-25 03:08:20,1490411300,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-03-25 04:08:20,1490414900,16.27530,16.39676,16.19433,0.07012,16.22470,16.25506,16.32591,0
2017-03-25 05:08:20,1490418500,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-25 06:08:20,1490422100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-25 07:08:20,1490425700,16.36977,16.39676,16.35628,0.01909,16.35628,16.35628,16.37652,0
2017-03-25 08:08:20,1490429300,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-25 09:08:20,1490432900,16.39098,16.47773,16.31579,0.05042,16.35628,16.39676,16.41700,0
2017-03-25 10:08:20,1490436500,16.46154,16.51822,16.39676,0.04129,16.43725,16.47773,16.47773,0
2017-03-25 11:08:20,1490440100,16.45074,16.47773,16.43725,0.01909,16.43725,16.43725,16.45749,0
2017-03-25 12:08:20,1490443700,16.36437,16.39676,16.31579,0.03030,16.35628,16.35628,16.39676,0
2017-03-25 13:08:20,1490447300,16.33378,16.39676,16.27530,0.03366,16.31579,16.31579,16.35628,0
2017-03-25 14:08:20,1490450900,16.32254,16.39676,16.27530,0.04321,16.28543,16.31579,16.34615,0
2017-03-25 15:08:20,1490454500,16.38327,16.43725,16.35628,0.02699,16.35628,16.39676,16.39676,0
2017-03-25 16:08:20,1490458100,16.37652,16.43725,16.31579,0.04526,16.34615,16.37652,16.40688,0
2017-03-25 17:08:20,1490461700,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-25 18:08:20,1490465300,16.40486,16.43725,16.35628,0.03030,16.39676,16.39676,16.43725,0
2017-03-25 19:08:20,1490468900,16.36437,16.39676,16.31579,0.03030,16.35628,16.35628,16.39676,0
2017-03-25 20:08:20,1490472500,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2017-03-25 21:08:20,1490476100,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-03-25 22:08:20,1490479700,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2017-03-25 23:08:20,1490483300,16.24831,16.27530,16.23482,0.01909,16.23482,16.23482,16.25506,0
2017-03-26 00:08:20,1490486900,16.19433,16.23482,16.15385,0.02561,16.19433,16.19433,16.19433,0
2017-03-26 01:08:20,1490490500,16.23482,16.23482,16.23482,0.00000,16.23482,16.23482,16.23482,0
2017-03-26 02:08:20,1490494100,16.16541,16.27530,16.11336,0.06388,16.11336,16.11336,16.21457,0
2017-03-26 03:08:20,1490497700,16.20243,16.23482,16.15385,0.03030,16.19433,16.19433,16.23482,0
2017-03-26 04:08:20,1490501300,16.27126,16.39676,16.15385,0.07777,16.20445,16.25506,16.34615,0
2017-03-26 05:08:20,1490504900,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-26 06:08:20,1490508500,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-26 07:08:20,1490512100,16.39098,16.47773,16.31579,0.05042,16.35628,16.39676,16.41700,0
2017-03-26 08:08:20,1490515700,16.41700,16.43725,16.39676,0.02024,16.39676,16.41700,16.43725,0
2017-03-26 09:08:20,1490519300,16.44399,16.51822,16.35628,0.05440,16.40688,16.45749,16.47773,0
2017-03-26 10:08:20,1490522900,16.43725,16.47773,16.39676,0.02561,16.43725,16.43725,16.43725,0
2017-03-26 11:08:20,1490526500,16.47773,16.51822,16.43725,0.02863,16.46761,16.47773,16.48785,0
2017-03-26 12:08:20,1490530100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-26 13:08:20,1490533700,16.40688,16.47773,16.35628,0.03357,16.39676,16.39676,16.40688,0
2017-03-26 14:08:20,1490537300,16.42105,16.47773,16.35628,0.04129,16.39676,16.43725,16.43725,0
2017-03-26 15:08:20,1490540900,16.38572,16.43725,16.31579,0.03492,16.35628,16.39676,16.39676,0
2017-03-26 16:08:20,1490544500,16.42915,16.47773,16.39676,0.03030,16.39676,16.43725,16.43725,0
2017-03-26 17:08:20,1490548100,16.40486,16.43725,16.35628,0.03030,16.39676,16.39676,16.43725,0
2017-03-26 18:08:20,1490551700,16.43725,16.47773,16.39676,0.03306,16.41700,16.43725,16.45749,0
2017-03-26 19:08:20,1490555300,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-26 20:08:20,1490558900,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2017-03-26 21:08:20,1490562500,16.32928,16.35628,16.31579,0.01909,16.31579,16.31579,16.33603,0
2017-03-26 22:08:20,1490566100,16.27530,16.31579,16.23482,0.02561,16.27530,16.27530,16.27530,0
2017-03-26 23:08:20,1490569700,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-03-27 00:08:20,1490573300,16.25101,16.31579,16.19433,0.04129,16.23482,16.23482,16.27530,0
2017-03-27 01:08:20,1490576900,16.21457,16.27530,16.15385,0.03876,16.19433,16.21457,16.23482,0
2017-03-27 02:08:20,1490580500,16.20590,16.31579,16.15385,0.05173,16.15385,16.19433,16.23482,0
2017-03-27 03:08:20,1490584100,16.18927,16.23482,16.15385,0.03160,16.15385,16.19433,16.20445,0
2017-03-27 04:08:20,1490587700,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2017-03-27 05:08:20,1490591300,16.39098,16.47773,16.31579,0.05042,16.35628,16.39676,16.41700,0
2017-03-27 06:08:20,1490594900,16.42105,16.43725,16.39676,0.01983,16.39676,16.43725,16.43725,0
2017-03-27 07:08:20,1490598500,16.44399,16.51822,16.35628,0.05440,16.40688,16.45749,16.47773,0
2017-03-27 08:08:20,1490602100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-27 09:08:20,1490605700,16.45749,16.51822,16.39676,0.03876,16.43725,16.45749,16.47773,0
2017-03-27 10:08:20,1490609300,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-27 11:08:20,1490612900,16.41700,16.43725,16.39676,0.02024,16.39676,16.41700,16.43725,0
2017-03-27 12:08:20,1490616500,16.39676,16.43725,16.35628,0.03306,16.37652,16.39676,16.41700,0
2017-03-27 14:08:20,1490623700,16.34008,16.35628,16.31579,0.01983,16.31579,16.35628,16.35628,0
2017-03-27 15:08:20,1490627300,16.31579,16.39676,16.27530,0.04328,16.27530,16.31579,16.33603,0
2017-03-27 16:08:20,1490630900,16.43725,16.47773,16.39676,0.02561,16.43725,16.43725,16.43725,0
2017-03-27 17:08:20,1490634500,16.41296,16.47773,16.35628,0.04129,16.39676,16.39676,16.43725,0
2017-03-27 18:08:20,1490638100,16.40486,16.43725,16.35628,0.03030,16.39676,16.39676,16.43725,0
2017-03-27 19:08:20,1490641700,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2017-03-27 20:08:20,1490645300,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2017-03-27 21:08:20,1490648900,16.30567,16.39676,16.23482,0.04854,16.27530,16.29555,16.32591,0
2017-03-27 22:08:20,1490652500,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-03-27 23:08:20,1490656100,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2017-03-28 00:08:20,1490659700,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-03-28 01:08:20,1490663300,16.10121,16.15385,16.07287,0.03162,16.07287,16.09312,16.11336,0
2017-03-28 02:08:20,1490666900,16.15385,16.19433,16.11336,0.02863,16.14372,16.15385,16.16397,0
2017-03-28 03:08:20,1490670500,16.15017,16.27530,16.07287,0.06092,16.11336,16.15385,16.17409,0
2017-03-28 04:08:20,1490674100,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2017-03-28 05:08:20,1490677700,16.34615,16.43725,16.23482,0.06321,16.30567,16.35628,16.39676,0
2017-03-28 06:08:20,1490681300,16.31579,16.35628,16.27530,0.02561,16.31579,16.31579,16.31579,0
2017-03-28 07:08:20,1490684900,16.38866,16.43725,16.35628,0.03030,16.35628,16.39676,16.39676,0
2017-03-28 08:08:20,1490688500,16.36437,16.39676,16.31579,0.03030,16.35628,16.35628,16.39676,0
2017-03-28 09:08:20,1490692100,16.34278,16.35628,16.31579,0.01909,16.33603,16.35628,16.35628,0
2017-03-28 10:08:20,1490695700,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2017-03-28 11:08:20,1490699300,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-28 12:08:20,1490702900,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-28 13:08:20,1490706500,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2017-03-28 14:08:20,1490710100,16.30769,16.35628,16.27530,0.03030,16.27530,16.31579,16.31579,0
2017-03-28 15:08:20,1490713700,16.34471,16.43725,16.23482,0.06745,16.29555,16.35628,16.39676,0
2017-03-28 16:08:20,1490717300,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2017-03-28 17:08:20,1490720900,16.34818,16.39676,16.31579,0.03030,16.31579,16.35628,16.35628,0
2017-03-28 18:08:20,1490724500,16.32736,16.35628,16.27530,0.02833,16.31579,16.31579,16.35628,0
2017-03-28 19:08:20,1490728100,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-28 20:08:20,1490731700,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
2017-03-28 21:08:20,1490735300,16.28205,16.35628,16.23482,0.04321,16.24494,16.27530,16.30567,0
2017-03-28 22:08:20,1490738900,16.27980,16.35628,16.19433,0.04845,16.23482,16.27530,16.31579,0
2017-03-28 23:08:20,1490742500,16.23482,16.27530,16.19433,0.03306,16.21457,16.23482,16.25506,0
2017-03-29 00:08:20,1490746100,16.21862,16.27530,16.15385,0.04129,16.19433,16.23482,16.23482,0
2017-03-29 01:08:20,1490749700,16.11336,16.11336,16.11336,0.00000,16.11336,16.11336,16.11336,0
2017-03-29 02:08:20,1490753300,16.11336,16.11336,16.11336,0.00000,16.11336,16.11336,16.11336,0
2017-03-29 03:08:20,1490756900,16.11336,16.19433,16.07287,0.04526,16.07287,16.09312,16.15385,0
2017-03-29 04:08:20,1490760500,16.18623,16.23482,16.15385,0.03030,16.15385,16.19433,16.19433,0
2017-03-29 05:08:20,1490764100,16.31579,16.35628,16.27530,0.02863,16.30567,16.31579,16.32591,0
2017-03-29 06:08:20,1490767700,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2017-03-29 07:08:20,1490771300,16.31579,16.35628,16.27530,0.03306,16.29555,16.31579,16.33603,0
2017-03-29 08:08:20,1490774900,16.29960,16.35628,16.23482,0.04129,16.27530,16.31579,16.31579,0
2017-03-29 09:08:20,1490778500,16.27530,16.31579,16.23482,0.02561,16.27530,16.27530,16.27530,0
2017-03-29 10:08:20,1490782100,16.32928,16.35628,16.31579,0.01909,16.31579,16.31579,16.33603,0
2017-03-29 11:08:20,1490785700,16.30769,16.35628,16.27530,0.03030,16.27530,16.31579,16.31579,0
2017-03-29 12:08:20,1490789300,16.30904,16.39676,16.23482,0.05440,16.27530,16.29555,16.34615,0
2017-03-29 13:08:20,1490792900,16.27530,16.35628,16.19433,0.05301,16.23482,16.27530,16.31579,0
2017-03-29 14:08:20,1490796500,16.25731,16.27530,16.19433,0.02773,16.23482,16.27530,16.27530,0
2017-03-29 15:08:20,1490800100,16.32825,16.39676,16.23482,0.04012,16.31579,16.31579,16.35628,0
2017-03-29 16:08:20,1490803700,16.31579,16.35628,16.27530,0.03306,16.29555,16.31579,16.33603,0
2017-03-29 17:08:20,1490807300,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-29 18:08:20,1490810900,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2017-03-29 19:08:20,1490814500,16.28880,16.31579,16.23482,0.03018,16.27530,16.29555,16.31579,0
2017-03-29 20:08:20,1490818100,16.32736,16.39676,16.27530,0.04171,16.29555,16.31579,16.35628,0
2017-03-29 21:08:20,1490821700,16.24157,16.27530,16.19433,0.02782,16.23482,16.23482,16.26518,0
2017-03-29 22:08:20,1490825300,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2017-03-29 23:08:20,1490828900,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-03-30 00:08:20,1490832500,16.18623,16.23482,16.15385,0.03030,16.15385,16.19433,16.19433,0
2017-03-30 01:08:20,1490836100,16.19433,16.19433,16.19433,0.00000,16.19433,16.19433,16.19433,0
2017-03-30 02:08:20,1490839700,16.13071,16.15385,16.11336,0.02004,16.11336,16.11336,16.15385,0
2017-03-30 03:08:20,1490843300,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2017-03-30 04:08:20,1490846900,16.21747,16.31579,16.15385,0.05667,16.17409,16.19433,16.25506,0
2017-03-30 05:08:20,1490850500,16.30769,16.35628,16.27530,0.03030,16.27530,16.31579,16.31579,0
2017-03-30 06:08:20,1490854100,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2017-03-30 07:08:20,1490857700,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2017-03-30 08:08:20,1490861300,16.34818,16.39676,16.31579,0.03030,16.31579,16.35628,16.35628,0
2017-03-30 09:08:20,1490864900,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2017-03-30 10:08:20,1490868500,16.37363,16.43725,16.31579,0.04769,16.33603,16.35628,16.41700,0
2017-03-30 11:08:20,1490872100,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-30 12:08:20,1490875700,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-03-30 13:08:20,1490879300,16.30061,16.35628,16.27530,0.02818,16.27530,16.29555,16.31579,0
2017-03-30 14:08:20,1490882900,16.27081,16.35628,16.23482,0.04024,16.23482,16.27530,16.27530,0
2017-03-30 15:08:20,1490886500,16.34728,16.39676,16.31579,0.02545,16.31579,16.35628,16.35628,0
2017-03-30 16:08:20,1490890100,16.36302,16.43725,16.27530,0.05440,16.32591,16.37652,16.39676,0
2017-03-30 17:08:20,1490893700,16.36977,16.39676,16.35628,0.01909,16.35628,16.35628,16.37652,0
2017-03-30 18:08:20,1490897300,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-30 19:08:20,1490900900,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-30 20:08:20,1490904500,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-30 21:08:20,1490908100,16.34953,16.43725,16.27530,0.05440,16.31579,16.33603,16.38664,0
2017-03-30 22:08:20,1490911700,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2017-03-30 23:08:20,1490915300,16.34818,16.39676,16.31579,0.03030,16.31579,16.35628,16.35628,0
2017-03-31 00:08:20,1490918900,16.27530,16.31579,16.23482,0.02561,16.27530,16.27530,16.27530,0
2017-03-31 01:08:20,1490922500,16.29960,16.35628,16.23482,0.04129,16.27530,16.31579,16.31579,0
2017-03-31 02:08:20,1490926100,16.23170,16.31579,16.19433,0.03711,16.19433,16.23482,16.23482,0
2017-03-31 03:08:20,1490929700,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2017-03-31 04:08:20,1490933300,16.29555,16.39676,16.19433,0.06714,16.23482,16.29555,16.35628,0
2017-03-31 05:08:20,1490936900,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-31 06:08:20,1490940500,16.41700,16.47773,16.35628,0.03876,16.39676,16.41700,16.43725,0
2017-03-31 07:08:20,1490944100,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-31 08:08:20,1490947700,16.37652,16.39676,16.35628,0.02024,16.35628,16.37652,16.39676,0
2017-03-31 09:08:20,1490951300,16.38057,16.43725,16.31579,0.04129,16.35628,16.39676,16.39676,0
2017-03-31 10:08:20,1490954900,16.35628,16.39676,16.31579,0.03306,16.33603,16.35628,16.37652,0
2017-03-31 11:08:20,1490958500,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-31 12:08:20,1490962100,16.31579,16.35628,16.27530,0.03306,16.29555,16.31579,16.33603,0
2017-03-31 13:08:20,1490965700,16.32928,16.39676,16.27530,0.05049,16.29555,16.31579,16.35628,0
2017-03-31 15:08:20,1490972900,16.33378,16.35628,16.27530,0.02773,16.31579,16.35628,16.35628,0
2017-03-31 16:08:20,1490976500,16.37652,16.43725,16.31579,0.03876,16.35628,16.37652,16.39676,0
2017-03-31 17:08:20,1490980100,16.35628,16.39676,16.31579,0.02863,16.34615,16.35628,16.36640,0
2017-03-31 18:08:20,1490983700,16.39676,16.43725,16.35628,0.02863,16.38664,16.39676,16.40688,0
2017-03-31 19:08:20,1490987300,16.35628,16.43725,16.27530,0.05301,16.31579,16.35628,16.39676,0
2017-03-31 20:08:20,1490990900,16.32389,16.35628,16.27530,0.03030,16.31579,16.31579,16.35628,0
2017-03-31 21:08:20,1490994500,16.34818,16.39676,16.31579,0.03030,16.31579,16.35628,16.35628,0
2017-03-31 22:08:20,1490998100,16.27530,16.31579,16.23482,0.02561,16.27530,16.27530,16.27530,0
2017-03-31 23:08:20,1491001700,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-04-01 00:08:20,1491005300,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-04-01 01:08:20,1491008900,16.18623,16.23482,16.15385,0.03030,16.15385,16.19433,16.19433,0
2017-04-01 02:08:20,1491012500,16.17253,16.27530,16.11336,0.04924,16.15385,16.15385,16.19433,0
2017-04-01 03:08:20,1491016100,16.14485,16.19433,16.11336,0.02545,16.11336,16.15385,16.15385,0
2017-04-01 04:08:20,1491019700,16.26856,16.31579,16.19433,0.04321,16.24494,16.27530,16.30567,0
2017-04-01 05:08:20,1491023300,16.31001,16.39676,16.23482,0.05042,16.27530,16.31579,16.33603,0
2017-04-01 06:08:20,1491026900,16.30769,16.35628,16.27530,0.03030,16.27530,16.31579,16.31579,0
2017-04-01 07:08:20,1491030500,16.32254,16.39676,16.23482,0.05440,16.28543,16.33603,16.35628,0
2017-04-01 08:08:20,1491034100,16.28340,16.31579,16.23482,0.03030,16.27530,16.27530,16.31579,0
2017-04-01 09:08:20,1491037700,16.32736,16.39676,16.27530,0.04171,16.29555,16.31579,16.35628,0
2017-04-01 10:08:20,1491041300,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-04-01 11:08:20,1491044900,16.29555,16.31579,16.27530,0.02024,16.27530,16.29555,16.31579,0
2017-04-01 12:08:20,1491048500,16.27530,16.35628,16.19433,0.05301,16.23482,16.27530,16.31579,0
2017-04-01 13:08:20,1491052100,16.31579,16.31579,16.31579,0.00000,16.31579,16.31579,16.31579,0
2017-04-01 14:08:20,1491055700,16.20783,16.23482,16.19433,0.01909,16.19433,16.19433,16.22470,0
2017-04-01 15:08:20,1491059300,16.18983,16.27530,16.15385,0.04024,16.15385,16.19433,16.19433,0
2017-04-01 16:08:20,1491062900,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2017-04-01 17:08:20,1491066500,16.25101,16.31579,16.19433,0.04129,16.23482,16.23482,16.27530,0
2017-04-01 18:08:20,1491070100,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2017-04-01 19:08:20,1491073700,16.25506,16.31579,16.19433,0.03876,16.23482,16.25506,16.27530,0
2017-04-01 20:08:20,1491077300,16.19433,16.23482,16.15385,0.02863,16.18421,16.19433,16.20445,0
2017-04-01 21:08:20,1491080900,16.19433,16.27530,16.11336,0.05301,16.15385,16.19433,16.23482,0
2017-04-01 22:08:20,1491084500,16.17409,16.23482,16.11336,0.04526,16.14372,16.17409,16.20445,0
2017-04-01 23:08:20,1491088100,16.15385,16.19433,16.11336,0.03060,16.13360,16.15385,16.17409,0
2017-04-02 00:08:20,1491091700,16.13360,16.19433,16.07287,0.03876,16.11336,16.13360,16.15385,0
2017-04-02 01:08:20,1491095300,16.05419,16.11336,16.03239,0.02568,16.03239,16.03239,16.07287,0
2017-04-02 02:08:20,1491098900,16.11336,16.19433,16.03239,0.04958,16.07287,16.11336,16.15385,0
2017-04-02 03:08:20,1491102500,16.09601,16.19433,16.03239,0.05667,16.05263,16.07287,16.13360,0
2017-04-02 04:08:20,1491106100,16.16734,16.19433,16.15385,0.01909,16.15385,16.15385,16.17409,0
2017-04-02 05:08:20,1491109700,16.22470,16.31579,16.11336,0.06321,16.18421,16.23482,16.27530,0
2017-04-02 06:08:20,1491113300,16.19433,16.23482,16.15385,0.02561,16.19433,16.19433,16.19433,0
2017-04-02 07:08:20,1491116900,16.26721,16.31579,16.23482,0.03030,16.23482,16.27530,16.27530,0
2017-04-02 08:08:20,1491120500,16.21168,16.27530,16.15385,0.03658,16.19433,16.19433,16.23482,0
2017-04-02 09:08:20,1491124100,16.24157,16.31579,16.19433,0.04321,16.20445,16.23482,16.26518,0
2017-04-02 10:08:20,1491127700,16.26374,16.35628,16.15385,0.06745,16.21457,16.27530,16.31579,0
2017-04-02 11:08:20,1491131300,16.24291,16.27530,16.19433,0.03030,16.23482,16.23482,16.27530,0
2017-04-02 12:08:20,1491134900,16.26721,16.31579,16.23482,0.03030,16.23482,16.27530,16.27530,0
2017-04-02 13:08:20,1491138500,16.20108,16.23482,16.15385,0.02782,16.19433,16.19433,16.22470,0
2017-04-02 14:08:20,1491142100,16.19096,16.27530,16.11336,0.04200,16.15385,16.19433,16.20445,0
2017-04-02 15:08:20,1491145700,16.21457,16.31579,16.11336,0.06914,16.16397,16.21457,16.26518,0
2017-04-02 16:08:20,1491149300,16.23482,16.27530,16.19433,0.02863,16.22470,16.23482,16.24494,0
2017-04-02 17:08:20,1491152900,16.26721,16.31579,16.23482,0.03030,16.23482,16.27530,16.27530,0
2017-04-02 18:08:20,1491156500,16.20108,16.23482,16.15385,0.02782,16.19433,16.19433,16.22470,0
2017-04-02 19:08:20,1491160100,16.25506,16.31579,16.19433,0.03876,16.23482,16.25506,16.27530,0
2017-04-02 20:08:20,1491163700,16.25506,16.31579,16.19433,0.04526,16.22470,16.25506,16.28543,0
2017-04-02 21:08:20,1491167300,16.18855,16.27530,16.11336,0.05042,16.15385,16.19433,16.21457,0
2017-04-02 22:08:20,1491170900,16.21457,16.27530,16.15385,0.03876,16.19433,16.21457,16.23482,0
2017-04-02 23:08:20,1491174500,16.18623,16.23482,16.15385,0.03030,16.15385,16.19433,16.19433,0
2017-04-03 00:08:20,1491178100,16.21862,16.27530,16.15385,0.04129,16.19433,16.23482,16.23482,0
2017-04-03 01:08:20,1491181700,16.17409,16.23482,16.11336,0.03876,16.15385,16.17409,16.19433,0
2017-04-03 02:08:20,1491185300,16.14575,16.19433,16.11336,0.03030,16.11336,16.15385,16.15385,0
2017-04-03 03:08:20,1491188900,16.11959,16.23482,16.07287,0.05466,16.07287,16.11336,16.15385,0
2017-04-03 04:08:20,1491192500,16.16397,16.19433,16.15385,0.01753,16.15385,16.15385,16.16397,0
2017-04-03 05:08:20,1491196100,16.25506,16.31579,16.19433,0.03876,16.23482,16.25506,16.27530,0
2017-04-03 06:08:20,1491199700,16.25795,16.35628,16.19433,0.05667,16.21457,16.23482,16.29555,0
2017-04-03 07:08:20,1491203300,16.29555,16.31579,16.27530,0.02024,16.28543,16.29555,16.30567,0
2017-04-03 08:08:20,1491206900,16.26856,16.35628,16.19433,0.05440,16.23482,16.25506,16.30567,0
2017-04-03 09:08:20,1491210500,16.25506,16.31579,16.19433,0.04526,16.22470,16.25506,16.28543,0
2017-04-03 10:08:20,1491214100,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-04-03 11:08:20,1491217700,16.29555,16.35628,16.23482,0.03876,16.27530,16.29555,16.31579,0
2017-04-03 12:08:20,1491221300,16.27530,16.31579,16.23482,0.02863,16.26518,16.27530,16.28543,0
2017-04-03 13:08:20,1491224900,16.26856,16.35628,16.19433,0.05440,16.23482,16.25506,16.30567,0
2017-04-03 14:08:20,1491228500,16.26181,16.27530,16.23482,0.01909,16.25506,16.27530,16.27530,0
2017-04-03 15:08:20,1491232100,16.31579,16.31579,16.31579,0.00000,16.31579,16.31579,16.31579,0
2017-04-03 16:08:20,1491235700,16.28205,16.31579,16.23482,0.02782,16.27530,16.27530,16.30567,0
2017-04-03 17:08:20,1491239300,16.33603,16.39676,16.27530,0.03876,16.31579,16.33603,16.35628,0
2017-04-03 18:08:20,1491242900,16.33198,16.39676,16.27530,0.04129,16.31579,16.31579,16.35628,0
